,Product Name,Category,key word
96,（M-XXL）現貨 FENDI 男士小怪獸黃眼睛拼皮短袖T恤 FY0722 短袖,Male Clothes,"[[('鯊魚', 0.9983245134353638)], [('棉質', 0.9977672100067139)], [('棉質', 0.9968987703323364)], [('運動上衣', 0.9939995408058167)], [('耐吉', 0.9793986082077026)]]"
97,DHL翻完短袖,Male Clothes,"[[('棉質', 0.9972792267799377)], [('棉質', 0.998188853263855)], [('棉質', 0.997056245803833)], [('運動上衣', 0.9953163862228394)], [('健身服', 0.9814419746398926)]]"
98,BURBERRY刺繡戰馬綿质長T(黑標絕版品)(2號),Male Clothes,"[[('棉質', 0.9979110956192017)], [('棉質', 0.9986314177513123)], [('棉質', 0.997029185295105)], [('運動上衣', 0.995195746421814)], [('健身服', 0.9821054935455322)]]"
99,冠希x藤原⚡️Vlone friends$短袖T恤純棉上衣百搭男女,Male Clothes,"[[('鯊魚', 0.9979661107063293)], [('條紋t', 0.9979314208030701)], [('棉質', 0.9973108768463135)], [('運動上衣', 0.9947084188461304)], [('運動套裝', 0.9785090684890747)]]"
100,各型號都可訂製EXID LE 哈妮 note 5 4 3 s5 s6 z2 z1 z5 i6 6s i5 i4 m7 m8 m9 note5 z4 Z5 Z3 小米 紅米 訂製手機殼,Mobile & Gadgets,"[[('zs550kl', 0.9930577278137207)], [('客製化手機殼', 0.9968172311782837)], [('手機殼', 0.9974024295806885)], [('手機殼', 0.9977378845214844)], [('流沙手機殼', 0.9917611479759216)], [('系列手機殼', 0.9905056953430176)], [('河馬', 0.9769635200500488)], [('6s手機殼', 0.9705570936203003)], [('iphone6手機殼', 0.9560810923576355)]]"
101,美少女戰士變身器iphone7/6plus手機殼OPPOR11/r9/R9S閃粉保護套,Mobile & Gadgets,"[[('3', 0.9949939250946045)], [('h410', 0.9928498864173889)], [('xzp', 0.991205096244812)], [('xzp', 0.9902747869491577)], [('背殼', 0.990885853767395)], [('背蓋', 0.9919461011886597)], [('背蓋', 0.9924612045288086)], [('耳機套', 0.9857771992683411)], [('保護線套', 0.9682940244674683)], [('保護線套', 0.9627834558486938)], [('插座', 0.9547763466835022)], [('ui', 0.9629999399185181)]]"
102,{3C大王賣場}鏡子支環支架！可磁吸適用任何平板·手機懶人支架！追劇必備品！！！,Mobile & Gadgets,"[[('android保護殼', 0.9938122034072876)], [('兔', 0.9980433583259583)], [('各', 0.9974804520606995)], [('女孩', 0.9921520948410034)], [('石黑', 0.9837361574172974)], [('victorias', 0.9500805139541626)]]"
103,㊣ 英國 SKINNYDIP iPhone 6 / 6 plus / 7 /7 plus手機殼,Mobile & Gadgets,"[[('ape', 0.9910529851913452)], [('小丑', 0.9945836067199707)], [('團體', 0.9915193915367126)], [('少女心', 0.9681546092033386)], [('77s', 0.955977201461792)]]"
104,全新 Moomin 嚕嚕米 小不點 螢幕擦拭貼,Mobile & Gadgets,"[[('小香', 0.9964710474014282)], [('沖', 0.9964578151702881)], [('ml', 0.9978272914886475)], [('xs', 0.9943484663963318)], [('可配', 0.9744536876678467)]]"
105,張藝興 oppoR11/R11plus/全屏碳纖維軟邊鋼化膜防爆高清彩膜女,Mobile & Gadgets,"[[('r9s手機殼', 0.9972668886184692)], [('r9s手機殼', 0.9962981939315796)], [('r9s手機殼', 0.9944180250167847)], [('of', 0.9956364035606384)], [('日本上網卡', 0.9627430438995361)], [('r5', 0.9502938985824585)]]"
106,iPhone 7 PLUS 128G 霧黑#二手機#保固中# 大里店 62858,Mobile & Gadgets,"[[('系列', 0.9959048628807068)], [('系列', 0.9949408173561096)], [('市集', 0.9955083131790161)], [('7i', 0.9944455623626709)], [('招財貓', 0.9523386359214783)], [('iphone7', 0.9817277193069458)], [('二手iphone6', 0.9610417485237122)]]"
107,中古Iphone6 plus 64G,Mobile & Gadgets,"[[('系列', 0.9959429502487183)], [('系列', 0.995000958442688)], [('系列', 0.9956376552581787)], [('市集', 0.9973500967025757)], [('7i', 0.9890555143356323)], [('7i', 0.9851295948028564)], [('閉眼', 0.9842804670333862)]]"
108,三星 Tab S3 LTE版 高通820 4/32G,Mobile & Gadgets,"[[('索尼', 0.9927968978881836)], [('換機', 0.9946736693382263)], [('名牌', 0.9935673475265503)], [('名牌', 0.985339879989624)], [('z2', 0.9789716005325317)]]"
109,微微一笑很傾城 楊洋 鄭爽 手機殼 適用多款型號 全包軟殼 半包磨砂硬殼 肖奈 貝微微 電視劇 有點甜,Mobile & Gadgets,"[[('聯名', 0.9957113265991211)], [('街頭', 0.9962736964225769)], [('oversize', 0.9954375624656677)], [('素t', 0.9837372303009033)]]"
110,OPPOA57鋼化膜全屏覆蓋 a57手機玻璃膜原裝高清抗藍光防摔前后彩,Mobile & Gadgets,"[[('r9s手機殼', 0.9968336820602417)], [('r9s手機殼', 0.9942705035209656)], [('of', 0.9948022365570068)], [('of', 0.9939610958099365)], [('金粉', 0.9722304344177246)], [('r5', 0.9555711150169373)]]"
111,日本錦鯉魚和風浮世繪iphone6保護套蘋果4S/5S/iphone7plus手機殼,Mobile & Gadgets,"[[('芬迪', 0.9898936748504639)], [('鐳射', 0.9892527461051941)], [('塗鴉', 0.9889472723007202)], [('少女心', 0.9747449159622192)]]"
112,【現貨】hoco 三星 Samsung Galaxy S8 碳纖維 纖影系列 全包邊 防指紋 超薄 軟殼 保護殼 手機殼,Mobile & Gadgets,"[[('各色', 0.990757167339325)], [('美圖', 0.9982418417930603)], [('名牌', 0.995235800743103)], [('女戰士', 0.9908478856086731)], [('z1', 0.9730222225189209)]]"
113,【現貨】I5S 領夾式 藍芽耳機 無線耳機 藍牙耳機 v4.1 藍牙立體聲耳機 藍芽 運動耳機 可連接二隻手機,Mobile & Gadgets,"[[('t8', 0.9949227571487427)], [('智慧型手機', 0.9981474876403809)], [('微笑', 0.9979124069213867)], [('人魚', 0.9911197423934937)], [('倍思', 0.9841516613960266)]]"
114,OPPO A39 A57 F1S 手機殼 軟殼 防指紋 磨砂軟殼 保護殼 保護軟殼 X-Level 衛士系列,Mobile & Gadgets,"[[('pp', 0.9940877556800842)], [('閃粉', 0.9871077537536621)], [('美少女戰士手機殼', 0.9872118234634399)], [('美少女戰士手機殼', 0.9849727153778076)], [('機殼', 0.9874584078788757)], [('手機殼', 0.9847016334533691)], [('iu', 0.9856356382369995)], [('史迪仔', 0.9805681705474854)]]"
115,Lg g4電池 2個 還有保護殼,Mobile & Gadgets,"[[('沖', 0.9977889657020569)], [('燈', 0.9970057010650635)], [('代理', 0.9977133274078369)], [('行李箱', 0.9898507595062256)], [('涼感吸', 0.9574239253997803)]]"
116,中港澳8天上網卡2GB(免翻牆可用FB及Line),Mobile & Gadgets,"[[('dj', 0.9972410202026367)], [('純', 0.9959883093833923)], [('穿', 0.9964505434036255)], [('男生衣著', 0.990885853767395)]]"
117,OPPO R11 龍貓 無臉男 氣墊 空壓 防摔 手機殼 保護套,Mobile & Gadgets,"[[('r9s手機殼', 0.9962462186813354)], [('r9s手機殼', 0.9944387674331665)], [('of', 0.9936665296554565)], [('of', 0.9959661364555359)], [('黛西', 0.988298773765564)], [('用筆', 0.9719598293304443)]]"
118,二手良機 iphone6 16G 金色 空機,Mobile & Gadgets,"[[('系列', 0.9945818781852722)], [('系列', 0.9960733652114868)], [('系列', 0.9942657947540283)], [('盾', 0.9953826665878296)], [('大氣', 0.9926219582557678)], [('酒', 0.9711657762527466)], [('可議', 0.9836695790290833)]]"
119,SONY XPERIA XZ,Mobile & Gadgets,"[[('android保護殼', 0.9967445731163025)], [('hdmi', 0.9970541596412659)], [('隨身', 0.9985461235046387)], [('生日禮物', 0.9972048997879028)], [('kstar', 0.9917930364608765)], [('布褲', 0.9580739736557007)]]"
120,四角氣囊空壓殼 OPPO A39(A57)/A59(F1S)手機套 手機殼 保護殼防撞,Mobile & Gadgets,"[[('r9s手機殼', 0.989561915397644)], [('閃粉', 0.9885646104812622)], [('美少女戰士手機殼', 0.987205982208252)], [('機殼', 0.9901191592216492)], [('手機殼', 0.9901844263076782)], [('手機殼', 0.9896506071090698)], [('iu', 0.9879158139228821)], [('插畫', 0.9840381145477295)]]"
121,三星s7 edge 32g 銀色,Mobile & Gadgets,"[[('平板手機', 0.9923637509346008)], [('換機', 0.9950180053710938)], [('各大', 0.9951608180999756)], [('美人魚', 0.9943315982818604)], [('訂做', 0.9863781929016113)], [('z4', 0.9567760229110718)]]"
122,液體流沙美少女戰士oppo r9s plus女款手機殼r9 plus卡通外殼軟邊,Mobile & Gadgets,"[[('r9s手機殼', 0.9956808686256409)], [('插畫', 0.9887267351150513)], [('插畫', 0.989533543586731)], [('插畫', 0.9871747493743896)], [('美少女戰士手機殼', 0.986321747303009)], [('卡娜赫拉手機殼', 0.9534941911697388)], [('各種', 0.9560363292694092)]]"
123,Iphone6s 128g 近全新完美無傷,Mobile & Gadgets,"[[('系列', 0.9957320690155029)], [('系列', 0.995207667350769)], [('one', 0.9936355352401733)], [('市集', 0.9976922273635864)], [('市集', 0.994573712348938)], [('7i', 0.9923032522201538)], [('閉眼', 0.9880797863006592)], [('iphone6s', 0.9774348139762878)], [('iphone6s', 0.9533671140670776)]]"
124,🌿晨晨媽揪團購🌿(蠟筆小新 熊大兔兔 米奇 米妮 史迪奇)玻璃貼 iPhone7 I6s I6splus 鋼化膜,Mobile & Gadgets,"[[('各色', 0.9895192980766296)], [('液體', 0.9958910346031189)], [('愛心', 0.9904406070709229)], [('現正', 0.9752804040908813)]]"
125,iPhone7 128G 九成新 美版 蘋果手機 iPhone 7手機,Mobile & Gadgets,"[[('系列', 0.9958003759384155)], [('艾莉兒', 0.9961012005805969)], [('系列', 0.9963501691818237)], [('艾莉兒', 0.9964067339897156)], [('美少女', 0.9907292723655701)], [('7i', 0.9696743488311768)], [('閉眼', 0.9772096872329712)]]"
126,日韓清新櫻桃 oppor11水果手機殼oppor9s plus磨砂手感硬殼半包,Mobile & Gadgets,"[[('pp', 0.9944665431976318)], [('r9s手機殼', 0.9901256561279297)], [('美少女戰士手機殼', 0.986862063407898)], [('美少女戰士手機殼', 0.9850698113441467)], [('機殼', 0.9845165014266968)], [('插畫', 0.9833468198776245)], [('美少女戰士手機殼', 0.9858800172805786)], [('美少女戰士手機殼', 0.9887507557868958)], [('矽膠手機殼', 0.9859946370124817)], [('日本上網卡', 0.9781193733215332)]]"
127,最殺!熱賣破萬!超夯最新手機 吸盤搖桿 藍牙安卓IOS手機遊戲手柄 支架 手機 散熱器 傳說對決,Mobile & Gadgets,"[[('辛普森', 0.9933747053146362)], [('小丑', 0.9958354830741882)], [('團體', 0.9919080138206482)], [('少女心', 0.9863337278366089)], [('77s', 0.9701224565505981)]]"
128,OPPO R11,Mobile & Gadgets,"[[('r9s手機殼', 0.9965171813964844)], [('of', 0.9942254424095154)], [('r7p', 0.9924973249435425)], [('hozheroorzer', 0.9793638586997986)], [('b55', 0.982187032699585)], [('r5', 0.9797971248626709)]]"
129,熱賣iphone7蘋果6s手機殼6plus矽膠全包軟殼5se防摔浮雕灌籃高手殼子,Mobile & Gadgets,"[[('林', 0.9908275604248047)], [('小丑', 0.9920471906661987)], [('團體', 0.9859306812286377)], [('少女心', 0.9772928357124329)]]"
130,面交價19800 全新美圖m8 美少女戰士 限量版手機,Mobile & Gadgets,"[[('t8', 0.9961744546890259)], [('android保護殼', 0.9967297315597534)], [('喬巴', 0.9973071813583374)], [('買二送', 0.9914340972900391)], [('6t3t4', 0.9852999448776245)], [('pk', 0.9553318619728088)]]"
131,Oppo a57,Mobile & Gadgets,"[[('r9s手機殼', 0.9966843128204346)], [('r9s手機殼', 0.9939189553260803)], [('of', 0.9930410385131836)], [('r7p', 0.9860118627548218)], [('6g', 0.9861951470375061)]]"
132,小香风 香水瓶手机手機殼 iPhone 6 6P 7 7P OPPO R9S VIVO X7 X9 全包軟殼 送掛繩,Mobile & Gadgets,"[[('pp', 0.9934266209602356)], [('閃粉', 0.9876430034637451)], [('美少女戰士手機殼', 0.9888070821762085)], [('機殼', 0.987196683883667)], [('機殼', 0.9894565343856812)], [('手機殼', 0.9855682253837585)], [('iu', 0.9866198301315308)], [('史迪仔', 0.9906488656997681)], [('大臉', 0.9903620481491089)]]"
133,oppor9s王者榮耀手機殼卡通vivox9硅膠保護套6s蘋果7plus軟殼訂制,Mobile & Gadgets,"[[('r9s手機殼', 0.9924502372741699)], [('閃粉', 0.9877854585647583)], [('美少女戰士手機殼', 0.9856647253036499)], [('機殼', 0.9848313331604004)], [('手機殼', 0.9871007204055786)], [('手機殼', 0.9853731393814087)], [('iu', 0.9885457754135132)], [('iu', 0.9840720891952515)]]"
134,現貨iPhone7鋼化膜6蘋果plus全屏全覆蓋抗藍光3D曲面玻璃手機貼膜6s系列手機殼,Mobile & Gadgets,"[[('艾莉兒', 0.9945985078811646)], [('6手機殼', 0.9956321716308594)], [('艾莉兒', 0.9941726922988892)], [('迪士尼', 0.9947876930236816)], [('史迪仔', 0.9745475053787231)], [('iu', 0.977595865726471)]]"
135,可愛鸚鵡兄弟手機殼 i6/i6s/i6p/i6sp/i7/i7p 全包軟殼,Mobile & Gadgets,"[[('世界', 0.9964207410812378)], [('ins', 0.9926184415817261)], [('團體', 0.9908495545387268)], [('少女心', 0.9841132164001465)], [('關愛', 0.9764057993888855)]]"
136,Skinnydip London iPhone5 獨角獸流沙手機殼,Mobile & Gadgets,"[[('林', 0.9902361631393433)], [('小丑', 0.9895274639129639)], [('團體', 0.9860353469848633)], [('少女心', 0.9756479859352112)]]"
137,Apple iPhone 6 32g 空機 保固中 4月機,Mobile & Gadgets,"[[('系列', 0.9957640767097473)], [('系列', 0.9955428838729858)], [('系列', 0.9945489168167114)], [('市集', 0.9981063008308411)], [('7i', 0.9942021369934082)], [('7i', 0.9896084666252136)], [('閉眼', 0.9870907068252563)], [('可議', 0.9605900049209595)]]"
138,P1004【曉天3C】OPPO R11清爽彩繪全屏滿版鋼化玻璃貼(送同款彩繪背膜貼膜)另有同款手機殼/手機套,Mobile & Gadgets,"[[('oppo', 0.9940469264984131)], [('r9s手機殼', 0.9949710369110107)], [('r9s手機殼', 0.9929616451263428)], [('a57手機殼', 0.9907526969909668)], [('閃粉', 0.9910727739334106)], [('閃粉', 0.9907656908035278)], [('矽膠手機殼', 0.9763811230659485)], [('v4', 0.9678000807762146)], [('鏡面', 0.9604617953300476)], [('鏡面', 0.9684892296791077)], [('plus手機殼', 0.9805539846420288)]]"
139,現貨牛奶糖可愛粉色卡通iPhone6手機殼全包軟殼蘋果7 Plus保護套情侶系列手機殼,Mobile & Gadgets,"[[('系列', 0.9951419830322266)], [('艾莉兒', 0.9950684309005737)], [('市集', 0.9945204257965088)], [('7i', 0.994551956653595)], [('iu', 0.9646130800247192)], [('7i', 0.9752011299133301)], [('one', 0.9678508043289185)]]"
140,現貨星星掛墜軟殼 蘋果6手機殼iPhone7/6s/plus創意個性奢華韓國女款系列手機殼,Mobile & Gadgets,"[[('6手機殼', 0.9931667447090149)], [('手機殼', 0.9957258105278015)], [('手機殼', 0.9960151314735413)], [('手機殼', 0.9964771270751953)], [('iu', 0.9868587255477905)], [('手機殼', 0.9760528802871704)]]"
141,OPPO A77 近全新,Mobile & Gadgets,"[[('索尼', 0.9940455555915833)], [('換機', 0.9944896697998047)], [('56', 0.9933232665061951)], [('z', 0.9872245788574219)], [('平板手機', 0.9761057496070862)]]"
142,紅米 note4x note4 小米6 max2 note2 5S PLUS 韓國 RYAN 手機殼 按鍵全包 透明側邊,Mobile & Gadgets,"[[('客製化手機殼', 0.990106999874115)], [('客製化手機殼', 0.9965198040008545)], [('手機殼', 0.9971685409545898)], [('手機殼', 0.9970793724060059)], [('星辰', 0.9859477877616882)], [('冰淇淋', 0.971366822719574)], [('冰淇淋', 0.9683314561843872)]]"
143,(專屬You.. 買家下標）Magipea美極品自拍棒（全新轉賣 朋友送）粉晶款,Mobile & Gadgets,"[[('沖', 0.997840166091919)], [('八十', 0.9973400831222534)], [('求凰', 0.9966880679130554)], [('行李箱', 0.9896645545959473)], [('gicgirl', 0.9593756198883057)]]"
144,仙人掌 小清新 OPPO R11 R9S IPHONE6 7 手機殼 笑臉 r9 plus 磨砂 保護套 創意 女款,Mobile & Gadgets,"[[('oppo', 0.993527889251709)], [('r9s手機殼', 0.9922665357589722)], [('閃粉', 0.9887419939041138)], [('閃粉', 0.9876211881637573)], [('美少女戰士手機殼', 0.985053300857544)], [('美少女戰士手機殼', 0.9853502511978149)], [('手機殼', 0.9861046671867371)], [('r11手機殼', 0.9825674891471863)], [('潮衣舍', 0.9810348153114319)]]"
145,仙人掌 小清新 OPPO R11 R9S IPHONE6 7 手機殼 笑臉 r9 plus 磨砂 保護套 創意 女款,Mobile & Gadgets,"[[('oppo', 0.993527889251709)], [('r9s手機殼', 0.9922665357589722)], [('閃粉', 0.9887419939041138)], [('閃粉', 0.9876211881637573)], [('美少女戰士手機殼', 0.985053300857544)], [('美少女戰士手機殼', 0.9853502511978149)], [('手機殼', 0.9861046671867371)], [('r11手機殼', 0.9825674891471863)], [('潮衣舍', 0.9810348153114319)]]"
146,手機9.8成新 Samsung 紫色 S8 64G 二年保固可換s8+,Mobile & Gadgets,"[[('t8', 0.9903092384338379)], [('t8', 0.9950280785560608)], [('android保護殼', 0.9957096576690674)], [('微笑', 0.9931821823120117)], [('可爱', 0.9561394453048706)], [('魔聲', 0.9727135896682739)]]"
147,Nokia N1 7.9吋平板 看漫畫神器 2k高畫質 2048*1536,Mobile & Gadgets,"[[('智慧型手機', 0.9968956708908081)], [('racast', 0.997038722038269)], [('用', 0.9980064034461975)], [('超大', 0.997295618057251)], [('浪', 0.9898650050163269)]]"
148,現貨蘋果7plus鋼化膜i7全屏覆蓋 Iphone7手機高清膜7代3D曲面玻璃7P膜系列手機殼,Mobile & Gadgets,"[[('艾莉兒', 0.994936466217041)], [('6手機殼', 0.9960553646087646)], [('6手機殼', 0.9930898547172546)], [('艾莉兒', 0.9952423572540283)], [('iu', 0.9829360246658325)], [('iu', 0.9745648503303528)]]"
149,閃粉 笑臉 雲朵 OPPO R11plus IPHONE6 7 手機殼 R9 R9S 創意 透明 軟殻 防摔 女款,Mobile & Gadgets,"[[('r9s手機殼', 0.990739107131958)], [('美少女戰士手機殼', 0.9879063963890076)], [('手機殼', 0.9882187843322754)], [('手機殼', 0.9916231036186218)], [('手機殼', 0.9898234009742737)], [('iu', 0.9879551529884338)], [('插畫', 0.9894804954528809)]]"
150,紅米NOTE4手機殼 紅米NOTE4X全包保護殼360度全包手機殼 全包覆滿版手機殼防摔全機包,Mobile & Gadgets,"[[('索尼', 0.9932114481925964)], [('水鑽', 0.9930781126022339)], [('t8', 0.9955658316612244)], [('各色', 0.9951759576797485)], [('各色', 0.9820318222045898)], [('魅藍', 0.9633998870849609)]]"
151,ipad pro10.5保護套蘋果平板電腦A1701皮套ipad9.7全包防摔殼,Mobile & Gadgets,"[[('xz', 0.9929956197738647)], [('xzp', 0.9927589893341064)], [('premium', 0.9869086742401123)], [('premium', 0.9886940121650696)], [('usb', 0.9862103462219238)], [('盒', 0.9527027606964111)]]"
152,現貨韓國鉚釘流蘇潮牌女神 iphone7手機殼蘋果7/plus硅膠套防摔全包七系列手機殼,Mobile & Gadgets,"[[('艾莉兒', 0.9960411190986633)], [('系列手機殼', 0.9959307909011841)], [('系列手機殼', 0.9949520230293274)], [('系列手機殼', 0.9891919493675232)], [('各種', 0.9800707101821899)], [('iu', 0.9769933223724365)], [('系列手機殼', 0.9769605398178101)]]"
153,335號倉庫 大號Ｌ架 多檔可調支架 折疊手機架 折疊懶人支架 迷你手機座 迷你支架 L型手機架 通用手機架,Mobile & Gadgets,"[[('同款', 0.9971743822097778)], [('死飛', 0.9931889772415161)], [('親子裝', 0.991535484790802)], [('橫條', 0.9851617217063904)], [('77s', 0.9736590385437012)]]"
154,SCOSCHE MAGIC MOUNT DASH-GPS 吸盤式磁鐵手機架 平板架 車架 360度車座,Mobile & Gadgets,"[[('小香', 0.9978433847427368)], [('otg', 0.9971228837966919)], [('代步車', 0.9977663159370422)], [('綠', 0.9961905479431152)], [('可配', 0.9844084978103638)]]"
155,現貨iphone7手機殼蹦迪吧全包硅膠軟殼潮蘋果7plus手機套殼系列手機殼,Mobile & Gadgets,"[[('系列', 0.9952031373977661)], [('6手機殼', 0.9951424598693848)], [('艾莉兒', 0.993636965751648)], [('艾莉兒', 0.9953044056892395)], [('iu', 0.9897330403327942)], [('減壓', 0.9854518175125122)], [('艾莉兒', 0.969896674156189)], [('i7手機殼', 0.9580618143081665)]]"
156,SAMSUNG Galaxy S8 紫色 64G/4G (SM-G950FD)配件全新 含玻璃曲面保貼+手機套,Mobile & Gadgets,"[[('索尼', 0.9943448305130005)], [('xzp', 0.992729663848877)], [('xzp', 0.9953409433364868)], [('水鑽', 0.9885619878768921)], [('索尼', 0.9731919765472412)], [('z5', 0.9515104293823242)]]"
157,Sony Xperia XZ 澗水藍 64g 全新空機 雙卡雙待,Mobile & Gadgets,"[[('平板手機', 0.9936947226524353)], [('zenpad', 0.9960328340530396)], [('zenpad', 0.9975994229316711)], [('吸盤搖桿', 0.9959935545921326)], [('二手機', 0.9914745092391968)], [('推推', 0.9745136499404907)]]"
158,APPLE IPHONE 7 PLUS 4.7吋 5.5吋 全新未拆封 公司貨32g 128g 256g 另有其他五色,Mobile & Gadgets,"[[('系列', 0.9942179918289185)], [('艾莉兒', 0.9964367747306824)], [('系列', 0.9947916269302368)], [('市集', 0.9942253232002258)], [('london', 0.9965487718582153)], [('7i', 0.9886810779571533)], [('徽章', 0.9841829538345337)], [('可議', 0.9725084900856018)]]"
159,宏達電HTC Butterfly S 16g 寶石紅 全新空機,Mobile & Gadgets,"[[('索尼', 0.9935523271560669)], [('換機', 0.996580958366394)], [('手機轉電視', 0.9945191740989685)], [('z', 0.991048276424408)], [('z1', 0.983184278011322)]]"
160,iphone5 32G 九成新 全配/i5 32g/iphone 5整新機/手機/二手手機/空機,Mobile & Gadgets,"[[('t8', 0.9960901141166687)], [('android保護殼', 0.9966647028923035)], [('兔', 0.9983605146408081)], [('編號', 0.9936130046844482)], [('變身', 0.984980583190918)], [('pk', 0.9605422019958496)]]"
161,《Annabon》旋轉木馬搖搖馬小馬鏡頭水鑽 三星samsung note7 note5 note4 note3 note2貼鑽手機殼 保護殼套 透明bingbing,Mobile & Gadgets,"[[('客製化手機殼', 0.9937846660614014)], [('客製化手機殼', 0.9980700612068176)], [('手機殼', 0.9960817098617554)], [('手機殼', 0.9969370365142822)], [('減壓', 0.9879946112632751)], [('美少女戰士手機殼', 0.9901441335678101)], [('招財貓', 0.9858881831169128)], [('s3', 0.9766057729721069)], [('530', 0.9720326066017151)]]"
162,Jabra藍芽耳機,Mobile & Gadgets,"[[('土星', 0.9972121715545654)], [('mlb', 0.9966060519218445)], [('綠', 0.9973815083503723)], [('看抗', 0.9910438060760498)], [('gicgirl', 0.9618752002716064)]]"
163,誠可議! HTC ONE E9 dual sim,Mobile & Gadgets,"[[('索尼', 0.9935832023620605)], [('換機', 0.9955386519432068)], [('android保護殼', 0.995451807975769)], [('z', 0.9928961992263794)], [('多種', 0.9855219125747681)]]"
164,iPhone 6s 16g 銀色 9成新 九成新 4.7吋 功能正常,Mobile & Gadgets,"[[('系列', 0.9958407878875732)], [('系列', 0.9954820871353149)], [('系列', 0.9954401254653931)], [('市集', 0.997833251953125)], [('7i', 0.9925047755241394)], [('7i', 0.9866545796394348)], [('閉眼', 0.9857986569404602)], [('可議', 0.9541764855384827)]]"
165,紅米note4x 小米Max2 手機保護套 殼 掀蓋式 翻蓋式。玫瑰金各1個,Mobile & Gadgets,"[[('平板手機', 0.9949432611465454)], [('xzp', 0.9947916269302368)], [('xzp', 0.9907978773117065)], [('mi', 0.9923112392425537)], [('迷你', 0.9915357232093811)], [('黑色素', 0.9860413670539856)], [('仔服', 0.9585683345794678)]]"
166,HTC A9 32G 2017保固中,Mobile & Gadgets,"[[('hellokitty', 0.992761492729187)], [('換機', 0.9970923066139221)], [('各大', 0.995197057723999)], [('z', 0.9931436777114868)], [('多種', 0.9860634803771973)], [('z4', 0.9522760510444641)]]"
167,hTC U11 (64G) 5.5吋 9.8成新 新竹實體店面面交,Mobile & Gadgets,"[[('索尼', 0.9923787713050842)], [('g2', 0.994284987449646)], [('62', 0.9785376787185669)], [('m8手機殼', 0.9793096780776978)]]"
168,HTC Desire 626 Dual 藍色 2G/16G 雙卡 支援4G LTE 5吋 1300萬相機(2),Mobile & Gadgets,"[[('android保護殼', 0.9973301887512207)], [('q哥', 0.9965528249740601)], [('q', 0.9977640509605408)], [('運費', 0.996816873550415)], [('ie80', 0.9900367856025696)]]"
169,台灣總代理原廠現貨 聲美耳機 SoundMagic ES18 IPHONE HTC BEATS 百元 運動 耳機,Mobile & Gadgets,"[[('t8', 0.9909844398498535)], [('56', 0.9943440556526184)], [('zenpad', 0.9962846040725708)], [('ze553kl', 0.9967278242111206)], [('可口可樂', 0.9890978336334229)], [('apple空機', 0.9884182214736938)]]"
170,oppor9s手機殼防摔保護套R9Splus金屬oppor11女款創意潮男,Mobile & Gadgets,"[[('r9s手機殼', 0.996404230594635)], [('r9s手機殼', 0.9970936179161072)], [('r9s手機殼', 0.99668288230896)], [('r9s手機殼', 0.9944285154342651)], [('of', 0.9894012212753296)]]"
171,三星Samsung Note4 32GB,Mobile & Gadgets,"[[('平板手機', 0.9925134181976318)], [('換機', 0.995040237903595)], [('各大', 0.9946310520172119)], [('z', 0.9931680560112)], [('訂做', 0.9839180707931519)], [('z4', 0.9568407535552979)]]"
172,現貨♦APPLE手機ipone4 4s 3gs ipad2 ipod 耳機孔防塵塞數據孔防塵塞 3.5mm耳機孔防塵塞,Mobile & Gadgets,"[[('辛普森', 0.9954715967178345)], [('小丑', 0.9969074726104736)], [('少量', 0.9940066337585449)], [('亞克力', 0.9905627965927124)], [('可配', 0.9676213264465332)]]"
173,橙本*鋼化玻璃貼 A5 A7 A8 A9 J5 J7 E5 E7 玻璃貼 保護貼 J3 2016 2017 A5 A7,Mobile & Gadgets,"[[('索尼', 0.9928473234176636)], [('各大', 0.9939708113670349)], [('水鑽', 0.9938043355941772)], [('名牌', 0.987175703048706)], [('z2', 0.9748204350471497)]]"
174,雙面超萌卡通i線套 蘋果專用數據線保護套 i5/i6/i6s 防斷裂 充電線保護套,Mobile & Gadgets,"[[('安卓', 0.9922879934310913)], [('寸', 0.9924424886703491)], [('寸', 0.9927353858947754)], [('t8', 0.9939758777618408)], [('t8', 0.9908220171928406)], [('平板', 0.9956408739089966)], [('手機支架', 0.9631799459457397)]]"
175,現貨🔺免運免運►I7/I6高質感行動電源手機殼 iphone 背蓋背夾背充無線充電i7+/I5/SE/I6+,Mobile & Gadgets,"[[('艾莉兒', 0.9943249821662903)], [('艾莉兒', 0.9955674409866333)], [('t8', 0.9955544471740723)], [('揉捏', 0.9963313341140747)], [('名字', 0.9854687452316284)], [('m5', 0.9695560932159424)]]"
176,~小小牛瑪奇朵~日本東京迪士尼春季巡航達菲Duffy經典復古相機Iphone5 5S 手機殼附耳機防塵塞,Mobile & Gadgets,"[[('艾莉兒', 0.9917837381362915)], [('手機', 0.9957600831985474)], [('手機殼', 0.9965486526489258)], [('手機殼', 0.9963462948799133)], [('6手機殼', 0.9892318844795227)], [('香水瓶', 0.990975022315979)], [('藝術', 0.9864402413368225)], [('城朱迪', 0.9569227695465088)]]"
177,【東京數位】 全新 C套餐 手機專用 自拍桿 自拍架 手機架 /自拍桿+手機夾,Mobile & Gadgets,"[[('anti', 0.9963033199310303)], [('公牛', 0.9976202249526978)], [('父親節', 0.9979733228683472)], [('xs', 0.9947459101676941)], [('可配', 0.972135603427887)]]"
